word,ig_score
pro,0.13707327966888747
sexual,0.1362470450500647
though,0.13622013293206692
figure,0.13594137380520502
minute,0.1352575874576966
others,0.13404993837078413
horrible,0.1335228169336915
sex,0.1331896943350633
trouble,0.1327377532919248
relationship,0.1321123194647953
love,0.13181877695024014
22,0.13179610017687082
completely,0.13167819629112879
back,0.13072330586146563
es,0.13024493213742971
sensitive,0.12943001743406057
wish,0.1289004455320537
issue,0.12878878507763147
feeling,0.12863271418762834
work,0.12786909095233395
degree,0.12721434701234102
feelings,0.12669337689876556
trauma,0.1265269952515761
makes,0.12629931792616844
song,0.12449606209993362
next,0.1238949652761221
least,0.12307648174464703
away,0.12305946021594784
pain,0.12264488140741985
job,0.12253553776399177
dread,0.12252768253286679
inside,0.12203140432635944
physically,0.12172511592507362
random,0.12073104735463858
couldn,0.1204460986579458
recently,0.1199777266857299
night,0.11970971761779352
school,0.1194073376911027
turns,0.11744494239489238
tired,0.11733312718570232
remember,0.11707211037476857
living,0.11649855971336365
wake,0.11582559198141099
enjoy,0.1152968411333859
comes,0.11473858170211315
bad,0.11384053776661555
present,0.1129572590192159
heart,0.11294420808553696
can,0.1128967286805149
barely,0.11258837580680847
another,0.11255954504013062
father,0.11143814120441675
two,0.11121475603431463
family,0.11063099151047376
hope,0.1103857709094882
here,0.11020748476896967
male,0.10987015316883723
end,0.10957264807075262
leave,0.10947640506284577
constantly,0.10882384679280221
there,0.1079304238879367
moment,0.10792638510465621
lately,0.10764373342196147
sometimes,0.10716266930103302
attack,0.10710027813911438
hate,0.10696569768091042
week,0.1067843645811081
need,0.10674873335907857
didn,0.10655041546984152
house,0.10631524212658405
him,0.1055496395048168
problem,0.10545881496121486
saw,0.1051231985911727
down,0.1050630952231586
place,0.1048378124833107
day,0.10451702231212574
extremely,0.10408969991840422
mind,0.10384739190340042
year,0.10381775883336862
felt,0.10375925308714311
leads,0.10344411060214043
are,0.1029946583855365
anyway,0.10274128802120686
my,0.10271547566128286
mean,0.10232340544462204
real,0.10221059620380402
mental,0.10206376314163208
great,0.10182882891967893
his,0.10164847830310464
much,0.10133272897274721
kid,0.10103346531589825
ins,0.099662309512496
whole,0.09945074655115604
used,0.09917119517922401
thank,0.09891803562641144
through,0.09888793217639129
future,0.09860939998179674
worse,0.09850338577396339
no,0.09850170421931478
sleep,0.09828748305638631
gotten,0.09822986895839374
dad,0.09799476216236751
we,0.0979479473261606
res,0.09759280582269032
making,0.0969754857942462
has,0.09693957096897066
our,0.09679144993424416
its,0.09674352522079761
yoga,0.09666225810845692
type,0.09654260302583377
after,0.09527864586561918
over,0.09436975341410406
give,0.094247174449265
losing,0.09387833951041102
fight,0.0937549148996671
early,0.09339669067412615
literally,0.09223782457411289
last,0.09207831536020551
everything,0.09143794226375493
me,0.09120790848323891
severe,0.09117806702852249
things,0.09110351651906967
mess,0.09093746356666088
working,0.0907057657216986
good,0.09038724303245545
such,0.0903315885613362
move,0.09011712577193975
on,0.08999130069359876
people,0.08989850000611373
with,0.08988321381842806
don,0.08954243082553148
wonder,0.0894984781742096
many,0.08907298205627336
out,0.08895215263501519
live,0.08890057876706123
for,0.08883702838793398
us,0.08856725879013538
is,0.08830064376729115
complete,0.08828581621249516
before,0.08817639326055844
college,0.08814836790164311
almost,0.08791330503299832
anyone,0.0878895807333968
more,0.0877508610163046
this,0.08774288782202032
not,0.08769509257815246
during,0.08746769186109304
did,0.08720030207186938
off,0.08680454641580582
again,0.08631317187100648
everyone,0.08589351968839765
he,0.08521698468054334
hide,0.08508834093809128
man,0.0850535308321317
lot,0.08501098950703939
mother,0.08471946343779564
right,0.08469553962349892
nothing,0.08466096719106038
deal,0.08437075167894363
someone,0.0843098928531011
from,0.08368356735445559
morning,0.08332722634077072
until,0.08319145743735135
person,0.08302395169933637
focus,0.08283163886517286
under,0.08234729369481404
talk,0.0823113148411115
